info @storybook/react v6.3.2
info 
info => Cleaning outputDir: C:\Users\migue\AppData\Local\Temp\chromatic--10544-IHl4mRFAek7k
info => Copying static files: ./public => ./
info => Loading presets
info => Compiling preview..
info => Loading 1 config file in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Loading 9 other files in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook"
info => Adding stories defined in "C:\Users\migue\Dev\learnstorybook-design-system\.storybook\main.js"
info => Loading Webpack configuration from `node_modules\react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\polyfills.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\core-client\dist\esm\globals\globals.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\storybook-init-framework-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\common\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\frameworks\react\config.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preset\addArgs.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\preset\addParameter.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\preset\preview.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\node_modules\storybook-addon-outline\dist\esm\preset\addDecorator.js-generated-other-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\preview.js-generated-config-entry.js C:\Users\migue\Dev\learnstorybook-design-system\.storybook\generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 16% building 56/68 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 16% building 57/68 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\index.js
<s> [webpack.Progress] 16% building 57/69 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\builder-webpack4\node_modules\webpack\buildin\global.js
<s> [webpack.Progress] 16% building 58/69 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\builder-webpack4\node_modules\webpack\buildin\global.js
<s> [webpack.Progress] 17% building 59/69 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\builder-webpack4\node_modules\webpack\buildin\global.js
<s> [webpack.Progress] 17% building 60/69 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\builder-webpack4\node_modules\webpack\buildin\global.js
<s> [webpack.Progress] 17% building 60/70 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\react\dist\esm\client\index.js
<s> [webpack.Progress] 17% building 60/71 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\index.js
<s> [webpack.Progress] 17% building 60/72 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 17% building 61/72 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 17% building 62/72 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 17% building 63/72 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 17% building 64/72 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\shared.js
<s> [webpack.Progress] 17% building 64/73 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 17% building 65/73 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 17% building 66/73 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 18% building 67/73 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 18% building 68/73 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.search.js
<s> [webpack.Progress] 18% building 68/74 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 18% building 69/74 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 18% building 70/74 modules 4 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\features\symbol\index.js
<s> [webpack.Progress] 18% building 70/75 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\client_api.js
<s> [webpack.Progress] 18% building 70/76 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\decorators.js
<s> [webpack.Progress] 18% building 70/77 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\story_store.js
<s> [webpack.Progress] 18% building 71/77 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\story_store.js
<s> [webpack.Progress] 18% building 71/78 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\parameters.js
<s> [webpack.Progress] 18% building 71/79 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\config_api.js
<s> [webpack.Progress] 18% building 71/80 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\pathToId.js
<s> [webpack.Progress] 18% building 71/81 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\simulate-pageload.js
<s> [webpack.Progress] 18% building 71/82 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\queryparams.js
<s> [webpack.Progress] 18% building 71/83 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\filterArgTypes.js
<s> [webpack.Progress] 18% building 71/84 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\hooks.js
<s> [webpack.Progress] 18% building 71/85 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\types.js
<s> [webpack.Progress] 18% building 72/85 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\client-api\dist\esm\types.js
<s> [webpack.Progress] 18% building 72/86 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.regexp.constructor.js
<s> [webpack.Progress] 18% building 72/87 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.regexp.exec.js
<s> [webpack.Progress] 18% building 72/88 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.regexp.to-string.js
<s> [webpack.Progress] 18% building 72/89 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.filter.js
<s> [webpack.Progress] 18% building 72/90 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.object.entries.js
<s> [webpack.Progress] 18% building 72/91 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.reduce.js
<s> [webpack.Progress] 18% building 72/92 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.symbol.js
<s> [webpack.Progress] 18% building 72/93 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.symbol.description.js
<s> [webpack.Progress] 18% building 72/94 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.object.to-string.js
<s> [webpack.Progress] 18% building 72/95 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.symbol.iterator.js
<s> [webpack.Progress] 18% building 72/96 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.iterator.js
<s> [webpack.Progress] 18% building 72/97 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.iterator.js
<s> [webpack.Progress] 18% building 72/98 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\web.dom-collections.iterator.js
<s> [webpack.Progress] 18% building 72/99 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.function.name.js
<s> [webpack.Progress] 18% building 72/100 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.from.js
<s> [webpack.Progress] 18% building 72/101 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.object.assign.js
<s> [webpack.Progress] 18% building 72/102 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.object.keys.js
<s> [webpack.Progress] 18% building 72/103 modules 31 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.join.js
<s> [webpack.Progress] 18% building 72/104 modules 32 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.map.js
<s> [webpack.Progress] 18% building 72/105 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.match.js
<s> [webpack.Progress] 18% building 72/106 modules 34 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\web.dom-collections.for-each.js
<s> [webpack.Progress] 18% building 73/106 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\web.dom-collections.for-each.js
<s> [webpack.Progress] 18% building 73/107 modules 34 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\index.js
<s> [webpack.Progress] 18% building 73/108 modules 35 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.string.replace.js
<s> [webpack.Progress] 18% building 73/109 modules 36 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\export.js
<s> [webpack.Progress] 18% building 73/110 modules 37 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 18% building 74/110 modules 36 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 75/110 modules 35 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 76/110 modules 34 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 77/110 modules 33 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 78/110 modules 32 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 79/110 modules 31 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 80/110 modules 30 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 81/110 modules 29 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 82/110 modules 28 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 19% building 83/110 modules 27 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 20% building 84/110 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 20% building 85/110 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react-jsx-runtime.production.min.js
<s> [webpack.Progress] 20% building 85/111 modules 26 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 86/111 modules 25 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 87/111 modules 24 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 88/111 modules 23 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 89/111 modules 22 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 90/111 modules 21 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 20% building 91/111 modules 20 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 92/111 modules 19 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 93/111 modules 18 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 94/111 modules 17 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 95/111 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 96/111 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 97/111 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 98/111 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 21% building 99/111 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 100/111 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 101/111 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 102/111 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 103/111 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 104/111 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 105/111 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 106/111 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\lodash\mapValues.js
<s> [webpack.Progress] 22% building 106/112 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\airbnb-js-shims\target\es5.js
<s> [webpack.Progress] 22% building 106/113 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\internals\internal-metadata.js
<s> [webpack.Progress] 22% building 106/114 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\ts-dedent\dist\index.js
<s> [webpack.Progress] 22% building 106/115 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 22% building 107/115 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 22% building 108/115 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 23% building 109/115 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 23% building 110/115 modules 5 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-links\dist\esm\constants.js
<s> [webpack.Progress] 23% building 110/116 modules 6 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\core-js\modules\es.array.includes.js
<s> [webpack.Progress] 23% building 110/117 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addons\dist\esm\public_api.js
<s> [webpack.Progress] 23% building 110/118 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\box-model\labels.js
<s> [webpack.Progress] 23% building 111/118 modules 7 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-measure\dist\esm\box-model\labels.js
<s> [webpack.Progress] 23% building 111/119 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\preview\index.js
<s> [webpack.Progress] 23% building 111/120 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-actions\dist\esm\models\index.js
<s> [webpack.Progress] 23% building 111/121 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-backgrounds\dist\esm\decorators\withBackground.js
<s> [webpack.Progress] 23% building 111/122 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 23% building 112/122 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 23% building 113/122 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react\cjs\react.production.min.js
<s> [webpack.Progress] 23% building 113/123 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\util-deprecate\browser.js
<s> [webpack.Progress] 23% building 114/123 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\util-deprecate\browser.js
<s> [webpack.Progress] 23% building 115/123 modules 8 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\util-deprecate\browser.js
<s> [webpack.Progress] 23% building 115/124 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\mdx.js
<s> [webpack.Progress] 23% building 115/125 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\shared\styles.js
<s> [webpack.Progress] 23% building 115/126 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\types.js
<s> [webpack.Progress] 23% building 116/126 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\types.js
<s> [webpack.Progress] 24% building 117/126 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\types.js
<s> [webpack.Progress] 24% building 117/127 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\Button.jsx
<s> [webpack.Progress] 24% building 118/127 modules 9 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\react-scripts\node_modules\babel-loader\lib\index.js??ref--9-oneOf-2!C:\Users\migue\Dev\learnstorybook-design-system\src\stories\Button.jsx
<s> [webpack.Progress] 24% building 118/128 modules 10 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\lib\docgen\extractDocgenProps.js
<s> [webpack.Progress] 24% building 118/129 modules 11 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\Wrapper.js
<s> [webpack.Progress] 24% building 118/130 modules 12 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\types.js
<s> [webpack.Progress] 24% building 118/131 modules 13 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\Title.js
<s> [webpack.Progress] 24% building 118/132 modules 14 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\Subheading.js
<s> [webpack.Progress] 24% building 118/133 modules 15 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\Subtitle.js
<s> [webpack.Progress] 24% building 118/134 modules 16 active C:\Users\migue\Dev\learnstorybook-design-system\node_modules\@storybook\addon-docs\dist\esm\blocks\Story.js
